ID,Compounds,Microorganism,hydroxamate,catecholate,a-hydroxycarboxylate,carboxylate,phenolate,citrate,other,SMILES,validate smiles,SMARTS,SELFIES
197,nigribactin,Vibrio nigripulchritudo,3,0,0,0,0,0,0,c1ccc(O)c(O)c1C(=O)NCCCN(C(=O)[C@H]2N=C(OC2)c3c(O)cccc3)CCCNC(=O)c4c(O)c(O)ccc4,True,[#6]1:[#6]:[#6]:[#6](-[#8]):[#6](-[#8]):[#6]:1-[#6](=[#8])-[#7]-[#6]-[#6]-[#6]-[#7](-[#6](=[#8])-[#6@H]1-[#7]=[#6](-[#8]-[#6]-1)-[#6]1:[#6](-[#8]):[#6]:[#6]:[#6]:[#6]:1)-[#6]-[#6]-[#6]-[#7]-[#6](=[#8])-[#6]1:[#6](-[#8]):[#6](-[#8]):[#6]:[#6]:[#6]:1,[C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][C][=Branch1][C][=O][N][C][C][C][N][Branch2][Ring1][=Branch2][C][=Branch1][C][=O][C@H1][N][=C][Branch1][Branch1][O][C][Ring1][Branch1][C][=C][Branch1][C][O][C][=C][C][=C][Ring1][#Branch1][C][C][C][N][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][Branch1][C][O][=C][C][=C][Ring1][Branch2]
199,ornicorrugatin,Pseudomonas fluorescens,0,0,2,1,0,0,0,CCCCCCCC(=O)N[C@H]([C@@H](O)c1nc[nH]c1)C2=NCC[C@H](N2)C(=O)N[C@H](CCCN)C(=O)N[C@H](CO)C(=O)N[C@H](CO)C(=O)N[C@H]([C@@H](C(=O)O)O)C3=NCC[C@H](N3)C(=O)N[C@@H](C(O)=O)[C@@H](O)C(=O)O,True,[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6](=[#8])-[#7]-[#6@H](-[#6@@H](-[#8])-[#6]1:[#7]:[#6]:[#7H]:[#6]:1)-[#6]1=[#7]-[#6]-[#6]-[#6@H](-[#7]-1)-[#6](=[#8])-[#7]-[#6@H](-[#6]-[#6]-[#6]-[#7])-[#6](=[#8])-[#7]-[#6@H](-[#6]-[#8])-[#6](=[#8])-[#7]-[#6@H](-[#6]-[#8])-[#6](=[#8])-[#7]-[#6@H](-[#6@@H](-[#6](=[#8])-[#8])-[#8])-[#6]1=[#7]-[#6]-[#6]-[#6@H](-[#7]-1)-[#6](=[#8])-[#7]-[#6@@H](-[#6](-[#8])=[#8])-[#6@@H](-[#8])-[#6](=[#8])-[#8],[C][C][C][C][C][C][C][C][=Branch1][C][=O][N][C@H1][Branch1][N][C@@H1][Branch1][C][O][C][N][=C][NH1][C][=Ring1][Branch1][C][=N][C][C][C@H1][Branch1][Ring2][N][Ring1][=Branch1][C][=Branch1][C][=O][N][C@H1][Branch1][Branch1][C][C][C][N][C][=Branch1][C][=O][N][C@H1][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C@H1][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C@H1][Branch1][#Branch2][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][O][C][=N][C][C][C@H1][Branch1][Ring2][N][Ring1][=Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][Branch1][C][O][=O][C@@H1][Branch1][C][O][C][=Branch1][C][=O][O]
200,pacifarinic acid,"Enterobacter cloacae, Salmonella enterica",0,1,0,1,0,0,0,O[C@@H]1[C@@H](CO)O[C@H]([C@H](O)[C@H]1O)c2cc(c(O)c(O)c2)C(=O)N[C@H](C(O)=O)CO,True,[#8]-[#6@@H]1-[#6@@H](-[#6]-[#8])-[#8]-[#6@H](-[#6@H](-[#8])-[#6@H]-1-[#8])-[#6]1:[#6]:[#6](:[#6](-[#8]):[#6](-[#8]):[#6]:1)-[#6](=[#8])-[#7]-[#6@H](-[#6](-[#8])=[#8])-[#6]-[#8],[O][C@@H1][C@@H1][Branch1][Ring1][C][O][O][C@H1][Branch1][=Branch2][C@H1][Branch1][C][O][C@H1][Ring1][=Branch2][O][C][=C][C][=Branch1][N][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][C][=Branch1][C][=O][N][C@H1][Branch1][=Branch1][C][Branch1][C][O][=O][C][O]
201,paenibactin,Paenibacillus elgii,0,3,0,0,0,0,0,c1ccc(O)c(O)c1C(=O)N[C@@H](C)C(=O)N[C@H]2[C@@H](C)OC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)c3c(O)c(O)ccc3)[C@@H](C)OC(=O)[C@H]([C@@H](C)OC2=O)NC(=O)[C@H](C)NC(=O)c4c(O)c(O)ccc4,True,[#6]1:[#6]:[#6]:[#6](-[#8]):[#6](-[#8]):[#6]:1-[#6](=[#8])-[#7]-[#6@@H](-[#6])-[#6](=[#8])-[#7]-[#6@H]1-[#6@@H](-[#6])-[#8]-[#6](=[#8])-[#6@@H](-[#7]-[#6](=[#8])-[#6@H](-[#6])-[#7]-[#6](=[#8])-[#6]2:[#6](-[#8]):[#6](-[#8]):[#6]:[#6]:[#6]:2)-[#6@@H](-[#6])-[#8]-[#6](=[#8])-[#6@H](-[#6@@H](-[#6])-[#8]-[#6]-1=[#8])-[#7]-[#6](=[#8])-[#6@H](-[#6])-[#7]-[#6](=[#8])-[#6]1:[#6](-[#8]):[#6](-[#8]):[#6]:[#6]:[#6]:1,[C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][C][=Branch1][C][=O][N][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C@H1][C@@H1][Branch1][C][C][O][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][=N][N][C][=Branch1][C][=O][C@H1][Branch1][C][C][N][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][Branch1][C][O][=C][C][=C][Ring1][Branch2][C@@H1][Branch1][C][C][O][C][=Branch1][C][=O][C@H1][Branch1][O][C@@H1][Branch1][C][C][O][C][Ring2][Ring1][P][=O][N][C][=Branch1][C][=O][C@H1][Branch1][C][C][N][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][Branch1][C][O][=C][C][=C][Ring1][Branch2]
202,palmitoylcoprogen,"Trichoderma hamatum, Trichoderma harzianum, Trichoderma koningii, Trichoderma viride",3,0,0,0,0,0,0,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCCN(O)C(=O)\C=C(C)\CCO)C(=C)OCC/C(C)=C/C(=O)N(O)CCC[C@@H]1C(=O)N[C@H](C(=O)N1)CCCN(O)C(=O)/C=C(C)/CCO,True,[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6](=[#8])-[#7]-[#6@@H](-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])/[#6]=[#6](\[#6])-[#6]-[#6]-[#8])-[#6](=[#6])-[#8]-[#6]-[#6]/[#6](-[#6])=[#6]/[#6](=[#8])-[#7](-[#8])-[#6]-[#6]-[#6]-[#6@@H]1-[#6](=[#8])-[#7]-[#6@H](-[#6](=[#8])-[#7]-1)-[#6]-[#6]-[#6]-[#7](-[#8])-[#6](=[#8])/[#6]=[#6](\[#6])-[#6]-[#6]-[#8],[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch2][Ring1][Ring2][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][\C][=C][Branch1][C][C][\C][C][O][C][=Branch1][C][=C][O][C][C][/C][Branch1][C][C][=C][/C][=Branch1][C][=O][N][Branch1][C][O][C][C][C][C@@H1][C][=Branch1][C][=O][N][C@H1][Branch1][Branch2][C][=Branch1][C][=O][N][Ring1][Branch2][C][C][C][N][Branch1][C][O][C][=Branch1][C][=O][/C][=C][Branch1][C][C][/C][C][O]
203,parabactin,,0,2,0,0,1,0,0,c1ccc(O)c(O)c1C(=O)NCCCN(C(=O)[C@H]2N=C(O[C@@H]2C)c3c(O)cccc3)CCCCNC(=O)c4c(O)c(O)ccc4,True,[#6]1:[#6]:[#6]:[#6](-[#8]):[#6](-[#8]):[#6]:1-[#6](=[#8])-[#7]-[#6]-[#6]-[#6]-[#7](-[#6](=[#8])-[#6@H]1-[#7]=[#6](-[#8]-[#6@@H]-1-[#6])-[#6]1:[#6](-[#8]):[#6]:[#6]:[#6]:[#6]:1)-[#6]-[#6]-[#6]-[#6]-[#7]-[#6](=[#8])-[#6]1:[#6](-[#8]):[#6](-[#8]):[#6]:[#6]:[#6]:1,[C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][C][=Branch1][C][=O][N][C][C][C][N][Branch2][Ring1][#Branch2][C][=Branch1][C][=O][C@H1][N][=C][Branch1][=Branch1][O][C@@H1][Ring1][Branch1][C][C][=C][Branch1][C][O][C][=C][C][=C][Ring1][#Branch1][C][C][C][C][N][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][Branch1][C][O][=C][C][=C][Ring1][Branch2]
204,parabactin A,Paracoccus dentrificans,0,2,0,0,1,0,0,c1ccc(O)c(O)c1C(=O)NCCCN(C(=O)[C@H]([C@H](O)C)NC(=O)c2c(O)cccc2)CCCCNC(=O)c3c(O)c(O)ccc3,True,[#6]1:[#6]:[#6]:[#6](-[#8]):[#6](-[#8]):[#6]:1-[#6](=[#8])-[#7]-[#6]-[#6]-[#6]-[#7](-[#6](=[#8])-[#6@H](-[#6@H](-[#8])-[#6])-[#7]-[#6](=[#8])-[#6]1:[#6](-[#8]):[#6]:[#6]:[#6]:[#6]:1)-[#6]-[#6]-[#6]-[#6]-[#7]-[#6](=[#8])-[#6]1:[#6](-[#8]):[#6](-[#8]):[#6]:[#6]:[#6]:1,[C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][C][=Branch1][C][=O][N][C][C][C][N][Branch2][Ring1][=N][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C@H1][Branch1][C][O][C][N][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][=C][C][=C][Ring1][#Branch1][C][C][C][C][N][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][Branch1][C][O][=C][C][=C][Ring1][Branch2]
205,petrobactin,"Bacillus anthracis, Bacillus cereus, Marinobacter hydrocarbonoclasticus",0,2,0,0,0,1,0,c1cc(O)c(O)cc1C(=O)NCCCNCCCCNC(=O)CC(O)(C(O)=O)CC(=O)NCCCCNCCCNC(=O)c2cc(O)c(O)cc2,True,[#6]1:[#6]:[#6](-[#8]):[#6](-[#8]):[#6]:[#6]:1-[#6](=[#8])-[#7]-[#6]-[#6]-[#6]-[#7]-[#6]-[#6]-[#6]-[#6]-[#7]-[#6](=[#8])-[#6]-[#6](-[#8])(-[#6](-[#8])=[#8])-[#6]-[#6](=[#8])-[#7]-[#6]-[#6]-[#6]-[#6]-[#7]-[#6]-[#6]-[#6]-[#7]-[#6](=[#8])-[#6]1:[#6]:[#6](-[#8]):[#6](-[#8]):[#6]:[#6]:1,[C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2][C][=Branch1][C][=O][N][C][C][C][N][C][C][C][C][N][C][=Branch1][C][=O][C][C][Branch1][C][O][Branch1][=Branch1][C][Branch1][C][O][=O][C][C][=Branch1][C][=O][N][C][C][C][C][N][C][C][C][N][C][=Branch1][C][=O][C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2]
206,Petrobactin disulphonate,,0,2,0,0,0,1,0,c1cc(O)c(O)c(S(O)(=O)=O)c1C(=O)NCCCNCCCCNC(=O)C[C@](O)(C(O)=O)CC(=O)NCCCNCCCNC(=O)c2c(S(O)(=O)=O)c(O)c(O)cc2,True,[#6]1:[#6]:[#6](-[#8]):[#6](-[#8]):[#6](-[#16](-[#8])(=[#8])=[#8]):[#6]:1-[#6](=[#8])-[#7]-[#6]-[#6]-[#6]-[#7]-[#6]-[#6]-[#6]-[#6]-[#7]-[#6](=[#8])-[#6]-[#6@](-[#8])(-[#6](-[#8])=[#8])-[#6]-[#6](=[#8])-[#7]-[#6]-[#6]-[#6]-[#7]-[#6]-[#6]-[#6]-[#7]-[#6](=[#8])-[#6]1:[#6](-[#16](-[#8])(=[#8])=[#8]):[#6](-[#8]):[#6](-[#8]):[#6]:[#6]:1,[C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][Branch1][=Branch2][S][Branch1][C][O][=Branch1][C][=O][=O][=C][Ring1][N][C][=Branch1][C][=O][N][C][C][C][N][C][C][C][C][N][C][=Branch1][C][=O][C][C@][Branch1][C][O][Branch1][=Branch1][C][Branch1][C][O][=O][C][C][=Branch1][C][=O][N][C][C][C][N][C][C][C][N][C][=Branch1][C][=O][C][=C][Branch1][=Branch2][S][Branch1][C][O][=Branch1][C][=O][=O][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][N]
207,petrobactin sulfate,Marinobacter hydrocarbonoclasticus,0,2,0,0,0,1,1,c1cc(O)c(O)c(S(O)(=O)=O)c1C(=O)NCCCNCCCCNC(=O)CC(O)(C(O)=O)CC(=O)NCCCCNCCCNC(=O)c2cc(O)c(O)cc2,True,[#6]1:[#6]:[#6](-[#8]):[#6](-[#8]):[#6](-[#16](-[#8])(=[#8])=[#8]):[#6]:1-[#6](=[#8])-[#7]-[#6]-[#6]-[#6]-[#7]-[#6]-[#6]-[#6]-[#6]-[#7]-[#6](=[#8])-[#6]-[#6](-[#8])(-[#6](-[#8])=[#8])-[#6]-[#6](=[#8])-[#7]-[#6]-[#6]-[#6]-[#6]-[#7]-[#6]-[#6]-[#6]-[#7]-[#6](=[#8])-[#6]1:[#6]:[#6](-[#8]):[#6](-[#8]):[#6]:[#6]:1,[C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][Branch1][=Branch2][S][Branch1][C][O][=Branch1][C][=O][=O][=C][Ring1][N][C][=Branch1][C][=O][N][C][C][C][N][C][C][C][C][N][C][=Branch1][C][=O][C][C][Branch1][C][O][Branch1][=Branch1][C][Branch1][C][O][=O][C][C][=Branch1][C][=O][N][C][C][C][C][N][C][C][C][N][C][=Branch1][C][=O][C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2]
209,pistillarin,Penicillium bilaii,0,2,0,0,0,0,0,c1cc(O)c(O)cc1C(=O)NCCCCNCCCNC(=O)c2cc(O)c(O)cc2,True,[#6]1:[#6]:[#6](-[#8]):[#6](-[#8]):[#6]:[#6]:1-[#6](=[#8])-[#7]-[#6]-[#6]-[#6]-[#6]-[#7]-[#6]-[#6]-[#6]-[#7]-[#6](=[#8])-[#6]1:[#6]:[#6](-[#8]):[#6](-[#8]):[#6]:[#6]:1,[C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2][C][=Branch1][C][=O][N][C][C][C][C][N][C][C][C][N][C][=Branch1][C][=O][C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2]
210,porocentrin,"Prorocentrum lima, Prorocentrum mariae-lebouriae, Prorocentrum minimum",0,0,0,0,0,0,0,OCC/C=C/C=C(C)/C=C/CC[C@@H]1O[C@@H]1[C@H](C)C[C@H](O2)[C@H](O)C[C@@H](O3)[C@@H]2[C@@H](O)C[C@@]34O[C@H](CC(=C4)C)C[C@@H]5O[C@H](CC5)[C@H](O)C=C(C)C,True,[#8]-[#6]-[#6]/[#6]=[#6]/[#6]=[#6](-[#6])/[#6]=[#6]/[#6]-[#6]-[#6@@H]1-[#8]-[#6@@H]-1-[#6@H](-[#6])-[#6]-[#6@@H]1-[#8]-[#6@@H]2-[#6@@H](-[#6]-[#6@H]-1-[#8])-[#8]-[#6@@]1(-[#6]-[#6@@H]-2-[#8])-[#8]-[#6@H](-[#6]-[#6](=[#6]-1)-[#6])-[#6]-[#6@@H]1-[#8]-[#6@H](-[#6]-[#6]-1)-[#6@H](-[#8])-[#6]=[#6](-[#6])-[#6],[O][C][C][/C][=C][/C][=C][Branch1][C][C][/C][=C][/C][C][C@@H1][O][C@@H1][Ring1][Ring1][C@H1][Branch1][C][C][C][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C][C@@H1][Branch1][C][O][C@@H1][Ring1][#Branch1][C@@H1][Branch1][C][O][C][C@@][Ring1][=Branch1][O][C@H1][Branch1][=Branch2][C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][C@@H1][O][C@H1][Branch1][Branch1][C][C][Ring1][Branch1][C@H1][Branch1][C][O][C][=C][Branch1][C][C][C]
212,protochelin,Azobacter vinelandii,0,2,0,0,1,0,0,c1ccc(O)c(O)c1C(=O)NCCCCNC(=O)[C@@H](NC(=O)c2c(O)cc(O)cc2)CCCCNC(=O)c3cc(O)c(O)cc3,True,[#6]1:[#6]:[#6]:[#6](-[#8]):[#6](-[#8]):[#6]:1-[#6](=[#8])-[#7]-[#6]-[#6]-[#6]-[#6]-[#7]-[#6](=[#8])-[#6@@H](-[#7]-[#6](=[#8])-[#6]1:[#6](-[#8]):[#6]:[#6](-[#8]):[#6]:[#6]:1)-[#6]-[#6]-[#6]-[#6]-[#7]-[#6](=[#8])-[#6]1:[#6]:[#6](-[#8]):[#6](-[#8]):[#6]:[#6]:1,[C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][C][=Branch1][C][=O][N][C][C][C][C][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][Ring2][N][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][=C][Branch1][C][O][C][=C][Ring1][Branch2][C][C][C][C][N][C][=Branch1][C][=O][C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2]
213,pseudoalterobactin A,Pseudoalteromonas sp. KP20-4,0,1,2,0,0,0,1,OS(=O)(=O)c(cc1)c(O)c(O)c1C(=O)NCCCC[C@@H](N)[C@@H](O)CC(=O)N[C@H](CC(=O)N)C(=O)N[C@H]([C@@H](O)C(O)=O)C(=O)N[C@@H]2CCCCNC(=O)CNC(=O)[C@@H]([C@@H](O)C(O)=O)NC(=O)[C@H](NC2=O)CCCCN,True,[#8]-[#16](=[#8])(=[#8])-[#6]1:[#6]:[#6]:[#6](:[#6](:[#6]:1-[#8])-[#8])-[#6](=[#8])-[#7]-[#6]-[#6]-[#6]-[#6]-[#6@@H](-[#7])-[#6@@H](-[#8])-[#6]-[#6](=[#8])-[#7]-[#6@H](-[#6]-[#6](=[#8])-[#7])-[#6](=[#8])-[#7]-[#6@H](-[#6@@H](-[#8])-[#6](-[#8])=[#8])-[#6](=[#8])-[#7]-[#6@@H]1-[#6]-[#6]-[#6]-[#6]-[#7]-[#6](=[#8])-[#6]-[#7]-[#6](=[#8])-[#6@@H](-[#6@@H](-[#8])-[#6](-[#8])=[#8])-[#7]-[#6](=[#8])-[#6@H](-[#7]-[#6]-1=[#8])-[#6]-[#6]-[#6]-[#6]-[#7],[O][S][=Branch1][C][=O][=Branch1][C][=O][C][=Branch1][Ring1][=C][C][C][Branch1][C][O][=C][Branch1][C][O][C][=Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C][C][C@@H1][Branch1][C][N][C@@H1][Branch1][C][O][C][C][=Branch1][C][=O][N][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C@H1][Branch1][#Branch2][C@@H1][Branch1][C][O][C][Branch1][C][O][=O][C][=Branch1][C][=O][N][C@@H1][C][C][C][C][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C@@H1][Branch1][#Branch2][C@@H1][Branch1][C][O][C][Branch1][C][O][=O][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][N][C][Ring2][Ring1][Branch2][=O][C][C][C][C][N]
214,pseudoalterobactin B,Pseudoalteromonas sp. KP20-4,0,1,2,0,0,0,1,OS(=O)(=O)c(cc1)c(O)c(O)c1C(=O)NCCCC[C@@H](N)[C@@H](O)CC(=O)N[C@H](CC(=O)N)C(=O)N[C@H]([C@@H](O)C(O)=O)C(=O)N[C@@H]2CCCCNC(=O)CNC(=O)[C@@H]([C@@H](O)C(O)=O)NC(=O)[C@H](NC2=O)CCCNC(N)=N,True,[#8]-[#16](=[#8])(=[#8])-[#6]1:[#6]:[#6]:[#6](:[#6](:[#6]:1-[#8])-[#8])-[#6](=[#8])-[#7]-[#6]-[#6]-[#6]-[#6]-[#6@@H](-[#7])-[#6@@H](-[#8])-[#6]-[#6](=[#8])-[#7]-[#6@H](-[#6]-[#6](=[#8])-[#7])-[#6](=[#8])-[#7]-[#6@H](-[#6@@H](-[#8])-[#6](-[#8])=[#8])-[#6](=[#8])-[#7]-[#6@@H]1-[#6]-[#6]-[#6]-[#6]-[#7]-[#6](=[#8])-[#6]-[#7]-[#6](=[#8])-[#6@@H](-[#6@@H](-[#8])-[#6](-[#8])=[#8])-[#7]-[#6](=[#8])-[#6@H](-[#7]-[#6]-1=[#8])-[#6]-[#6]-[#6]-[#7]-[#6](-[#7])=[#7],[O][S][=Branch1][C][=O][=Branch1][C][=O][C][=Branch1][Ring1][=C][C][C][Branch1][C][O][=C][Branch1][C][O][C][=Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C][C][C@@H1][Branch1][C][N][C@@H1][Branch1][C][O][C][C][=Branch1][C][=O][N][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C@H1][Branch1][#Branch2][C@@H1][Branch1][C][O][C][Branch1][C][O][=O][C][=Branch1][C][=O][N][C@@H1][C][C][C][C][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C@@H1][Branch1][#Branch2][C@@H1][Branch1][C][O][C][Branch1][C][O][=O][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][N][C][Ring2][Ring1][Branch2][=O][C][C][C][N][C][Branch1][C][N][=N]
215,pseudomonine,"Pseudomonas entomophila, Pseudomonas fluorescens",0,0,0,0,1,0,0,c1nc[nH]c1CCN2O[C@H](C)[C@H](C2=O)NC(=O)c3c(O)cccc3,True,[#6]1:[#7]:[#6]:[#7H]:[#6]:1-[#6]-[#6]-[#7]1-[#8]-[#6@H](-[#6])-[#6@H](-[#6]-1=[#8])-[#7]-[#6](=[#8])-[#6]1:[#6](-[#8]):[#6]:[#6]:[#6]:[#6]:1,[C][N][=C][NH1][C][=Ring1][Branch1][C][C][N][O][C@H1][Branch1][C][C][C@H1][Branch1][Branch1][C][Ring1][=Branch1][=O][N][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][=C][C][=C][Ring1][#Branch1]
216,putrebactin,Shewanella putrefaciens,2,0,0,0,0,0,0,ON1CCCCNC(=O)CCC(=O)N(O)CCCCNC(=O)CCC1=O,True,[#8]-[#7]1-[#6]-[#6]-[#6]-[#6]-[#7]-[#6](=[#8])-[#6]-[#6]-[#6](=[#8])-[#7](-[#8])-[#6]-[#6]-[#6]-[#6]-[#7]-[#6](=[#8])-[#6]-[#6]-[#6]-1=[#8],[O][N][C][C][C][C][N][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][N][Branch1][C][O][C][C][C][C][N][C][=Branch1][C][=O][C][C][C][Ring2][Ring1][Branch2][=O]
217,pyochelin,"Burkholderia cepacia, Pseudomonas aeruginosa, Pseudomonas fluorescens, Streptomyces scabies",0,0,0,1,1,0,0,OC(=O)[C@@H]1CS[C@@H](N1C)[C@@H]2N=C(SC2)c3c(O)cccc3,True,[#8]-[#6](=[#8])-[#6@@H]1-[#6]-[#16]-[#6@@H](-[#7]-1-[#6])-[#6@@H]1-[#7]=[#6](-[#16]-[#6]-1)-[#6]1:[#6](-[#8]):[#6]:[#6]:[#6]:[#6]:1,[O][C][=Branch1][C][=O][C@@H1][C][S][C@@H1][Branch1][Branch1][N][Ring1][Branch1][C][C@@H1][N][=C][Branch1][Branch1][S][C][Ring1][Branch1][C][=C][Branch1][C][O][C][=C][C][=C][Ring1][#Branch1]
218,"pyridine-2,6-bis(thiocarboxylic acid)","Pseudomonas putida, Pseudomonas stutzeri",0,0,0,0,0,0,1,SC(=O)c1nc(C(S)=O)ccc1,True,[#16]-[#6](=[#8])-[#6]1:[#7]:[#6](-[#6](-[#16])=[#8]):[#6]:[#6]:[#6]:1,[S][C][=Branch1][C][=O][C][=N][C][Branch1][=Branch1][C][Branch1][C][S][=O][=C][C][=C][Ring1][=Branch2]
219,pyridoxatin,,1,0,0,0,0,0,0,On1c(=O)c(c(O)cc1)[C@H]2[C@H](C)C[C@H](C)C[C@@H]2C=C,True,[#8]-[#7]1:[#6](=[#8]):[#6](:[#6](-[#8]):[#6]:[#6]:1)-[#6@H]1-[#6@H](-[#6])-[#6]-[#6@H](-[#6])-[#6]-[#6@@H]-1-[#6]=[#6],[O][N][C][=Branch1][C][=O][C][=Branch1][=Branch2][=C][Branch1][C][O][C][=C][Ring1][Branch2][C@H1][C@H1][Branch1][C][C][C][C@H1][Branch1][C][C][C][C@@H1][Ring1][Branch2][C][=C]
220,quinolobactin,,0,0,0,1,1,0,0,COc1cc(C(O)=O)nc(c12)c(O)ccc2,True,[#6]-[#8]-[#6]1:[#6]:[#6](-[#6](-[#8])=[#8]):[#7]:[#6]2:[#6]:1:[#6]:[#6]:[#6]:[#6]:2-[#8],[C][O][C][=C][C][Branch1][=Branch1][C][Branch1][C][O][=O][=N][C][=Branch1][Ring2][=C][Ring1][=Branch2][C][Branch1][C][O][=C][C][=C][Ring1][=Branch1]
221,"R,R-rhizoferrin","Cunninghamella elegans, Mycotypha africana",0,0,0,0,0,2,0,OC(=O)C[C@@](O)(C(O)=O)CC(=O)NCCCCNC(=O)C[C@@](C(O)=O)(O)CC(O)=O,True,[#8]-[#6](=[#8])-[#6]-[#6@@](-[#8])(-[#6](-[#8])=[#8])-[#6]-[#6](=[#8])-[#7]-[#6]-[#6]-[#6]-[#6]-[#7]-[#6](=[#8])-[#6]-[#6@@](-[#6](-[#8])=[#8])(-[#8])-[#6]-[#6](-[#8])=[#8],[O][C][=Branch1][C][=O][C][C@@][Branch1][C][O][Branch1][=Branch1][C][Branch1][C][O][=O][C][C][=Branch1][C][=O][N][C][C][C][C][N][C][=Branch1][C][=O][C][C@@][Branch1][=Branch1][C][Branch1][C][O][=O][Branch1][C][O][C][C][Branch1][C][O][=O]
222,rhizobactin,Rhizobium meliloti,0,0,1,2,0,0,0,OC(=O)[C@H](C)NCCN[C@H](C(O)=O)CCCCNC(=O)C[C@@H](O)C(O)=O,True,[#8]-[#6](=[#8])-[#6@H](-[#6])-[#7]-[#6]-[#6]-[#7]-[#6@H](-[#6](-[#8])=[#8])-[#6]-[#6]-[#6]-[#6]-[#7]-[#6](=[#8])-[#6]-[#6@@H](-[#8])-[#6](-[#8])=[#8],[O][C][=Branch1][C][=O][C@H1][Branch1][C][C][N][C][C][N][C@H1][Branch1][=Branch1][C][Branch1][C][O][=O][C][C][C][C][N][C][=Branch1][C][=O][C][C@@H1][Branch1][C][O][C][Branch1][C][O][=O]
